epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1302.34,0.44925,0.609,0.31413,0.88401,0.91679,0.8933,0.93732,0.69946,0.91971,0.89961,0.94343,0.58349,0.89602,1.17814,0.50364,1.08992,0.002773,0.002773,0.002773
75,1319.74,0.4415,0.60275,0.30608,0.8866,0.90255,0.90927,0.94493,0.70548,0.91072,0.91699,0.94778,0.58194,0.88676,1.18005,0.50385,1.08877,0.002674,0.002674,0.002674
76,1337.3,0.44411,0.60586,0.31112,0.8847,0.93604,0.87645,0.94327,0.71097,0.91956,0.90485,0.94611,0.59025,0.8921,1.16759,0.49496,1.09402,0.002575,0.002575,0.002575
77,1354.77,0.44483,0.62268,0.31169,0.88655,0.89919,0.90927,0.93969,0.70944,0.90715,0.91699,0.94474,0.58731,0.89924,1.16069,0.50551,1.08924,0.002476,0.002476,0.002476
78,1372.18,0.43566,0.60957,0.30742,0.88175,0.91838,0.90734,0.94319,0.71048,0.92087,0.92105,0.95044,0.58639,0.88876,1.15296,0.48349,1.09226,0.002377,0.002377,0.002377
79,1389.57,0.44788,0.61167,0.30496,0.88588,0.92304,0.90305,0.938,0.70892,0.92896,0.90874,0.94332,0.58754,0.89861,1.14525,0.49273,1.09642,0.002278,0.002278,0.002278
80,1407.04,0.43567,0.60154,0.29767,0.88611,0.92351,0.88566,0.93166,0.70282,0.93154,0.8931,0.94481,0.57554,0.89973,1.14795,0.52252,1.08766,0.002179,0.002179,0.002179
81,1424.53,0.43091,0.58381,0.30276,0.88141,0.92847,0.90734,0.9373,0.7068,0.93242,0.9112,0.94882,0.57906,0.88812,1.16985,0.49113,1.09107,0.00208,0.00208,0.00208
82,1442.06,0.42211,0.5854,0.29422,0.8789,0.9171,0.90347,0.94041,0.71127,0.92324,0.90927,0.94374,0.586,0.88005,1.15792,0.49104,1.08788,0.001981,0.001981,0.001981
83,1459.54,0.42202,0.57176,0.29592,0.87866,0.92328,0.88285,0.93398,0.70457,0.9253,0.88478,0.934,0.58065,0.88282,1.16095,0.49676,1.07924,0.001882,0.001882,0.001882
84,1476.85,0.42003,0.58253,0.29223,0.88126,0.93119,0.89382,0.93899,0.70623,0.93205,0.89575,0.94262,0.58096,0.89523,1.1519,0.49242,1.07821,0.001783,0.001783,0.001783
85,1494.33,0.41573,0.5711,0.28623,0.87926,0.93894,0.89061,0.94238,0.71691,0.92995,0.9112,0.95555,0.59276,0.87875,1.16078,0.48467,1.07704,0.001684,0.001684,0.001684
86,1511.89,0.41114,0.56942,0.28439,0.87894,0.93621,0.88996,0.94004,0.7085,0.93077,0.90734,0.94459,0.58329,0.8897,1.14858,0.48964,1.07726,0.001585,0.001585,0.001585
87,1529.31,0.41287,0.57439,0.28237,0.88324,0.93426,0.88803,0.94454,0.71404,0.93547,0.89554,0.95058,0.58954,0.87991,1.15359,0.4905,1.07778,0.001486,0.001486,0.001486
88,1546.79,0.4063,0.57581,0.28106,0.87731,0.91641,0.91011,0.93947,0.71301,0.92036,0.91467,0.94483,0.58671,0.87362,1.15815,0.487,1.07008,0.001387,0.001387,0.001387
89,1564.19,0.40454,0.55484,0.28235,0.87756,0.94349,0.88996,0.94575,0.71255,0.94203,0.89189,0.95217,0.58985,0.89206,1.17642,0.48492,1.0795,0.001288,0.001288,0.001288
90,1581.69,0.40627,0.56302,0.28173,0.87899,0.93627,0.90541,0.94653,0.71093,0.93627,0.90541,0.94718,0.59029,0.88925,1.16488,0.48101,1.08157,0.001189,0.001189,0.001189
91,1599.91,0.83027,1.054,0.46824,1.08596,0.9358,0.88803,0.94669,0.71685,0.90498,0.91928,0.95604,0.58715,0.88306,1.13697,0.48333,1.06897,0.00109,0.00109,0.00109
92,1617.3,0.78345,1.01565,0.43492,1.0523,0.93746,0.89709,0.95093,0.72143,0.91068,0.92471,0.95395,0.59933,0.88086,1.11901,0.4687,1.06008,0.000991,0.000991,0.000991
93,1634.32,0.79489,0.98609,0.43679,1.05677,0.94444,0.89382,0.95307,0.73266,0.94852,0.89768,0.95609,0.60207,0.86528,1.10566,0.47016,1.05783,0.000892,0.000892,0.000892
94,1651.69,0.79184,0.99081,0.42623,1.05636,0.91484,0.91252,0.95629,0.7304,0.93572,0.89924,0.96018,0.60859,0.87623,1.10472,0.46199,1.05987,0.000793,0.000793,0.000793
95,1668.86,0.76279,0.96869,0.40678,1.03694,0.91251,0.92622,0.95608,0.73049,0.91251,0.92622,0.95598,0.60346,0.86944,1.11345,0.46002,1.05968,0.000694,0.000694,0.000694
96,1686.06,0.74829,0.95754,0.40643,1.02324,0.92384,0.91334,0.95718,0.73001,0.92147,0.92471,0.96229,0.60358,0.87027,1.10995,0.45699,1.06471,0.000595,0.000595,0.000595
97,1703.21,0.7514,0.96554,0.39655,1.02169,0.91188,0.91895,0.95816,0.73438,0.91865,0.92085,0.96384,0.60865,0.87435,1.11398,0.4587,1.06447,0.000496,0.000496,0.000496
98,1720.6,0.74984,0.95133,0.4021,1.027,0.94362,0.90466,0.95879,0.74116,0.94765,0.90852,0.96431,0.61103,0.86354,1.10879,0.44806,1.06257,0.000397,0.000397,0.000397
99,1737.94,0.74228,0.94105,0.39728,1.0217,0.93179,0.90927,0.95772,0.73691,0.93575,0.91313,0.96195,0.6079,0.86847,1.10529,0.45197,1.06623,0.000298,0.000298,0.000298
100,1755.28,0.7503,0.96385,0.40055,1.01635,0.93516,0.91882,0.95783,0.73972,0.93516,0.91882,0.95962,0.61021,0.85815,1.11155,0.44753,1.05398,0.000199,0.000199,0.000199
